MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,years_to_2024,AdjustedSalePrice,TotalSQFT,TotalBaths
20,RL,100.0,18494,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1324.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,36,23,0,0,0,0,NoPool,NoFence,None,0,1,2010,WD ,Normal,199500,14,284084.9714425781,2648.0,2.0
120,RL,43.0,3203,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145,0,0,1145,0.0,0.0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,100,116,0,0,0,0,NoPool,NoFence,None,0,1,2010,WD ,Normal,160000,14,227837.57108176692,2290.0,2.0
120,RL,43.0,3182,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1232.0,1256.0,GasA,Ex,Y,SBrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2.0,430.0,TA,TA,Y,146,20,0,0,144,0,NoPool,NoFence,None,0,4,2010,WD ,Normal,192000,14,273405.0852981203,2525.0,2.0
80,RL,67.0,13300,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,326.0,Unf,0.0,58.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1374,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,NoPool,NoFence,None,0,6,2010,WD ,Normal,184500,14,262725.1991536625,1758.0,3.5
60,RL,63.0,8577,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,433.0,TA,TA,Y,144,48,0,0,0,0,NoPool,NoFence,None,0,4,2010,WD ,Normal,185088,14,263562.502227388,2580.0,2.5
80,RL,63.0,7750,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250.0,Unf,0.0,134.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,2.0,400.0,TA,TA,Y,180,0,0,0,0,0,NoPool,NoFence,None,0,4,2010,WD ,Normal,180000,14,256317.26746698777,1814.0,2.5
60,RL,63.0,9505,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,Y,SBrkr,884,1151,0,2035,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001.0,Fin,2.0,434.0,TA,TA,Y,144,48,0,0,0,0,NoPool,NoFence,None,0,5,2010,WD ,Normal,222500,14,316836.6222855821,2919.0,2.5
60,RL,108.0,14774,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1393.0,1393.0,GasA,Ex,Y,SBrkr,1422,1177,0,2599,0.0,0.0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3.0,779.0,TA,TA,Y,668,30,0,0,0,0,NoPool,NoFence,None,0,5,2010,WD ,Normal,333168,14,474426.17426356324,3992.0,2.5
60,RL,60.0,17433,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1629.0,1629.0,GasA,Ex,Y,SBrkr,1645,830,0,2475,0.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,1998.0,Fin,3.0,962.0,TA,TA,Y,23,172,0,0,256,0,NoPool,NoFence,None,0,1,2010,WD ,Normal,355000,14,505514.61083767033,4104.0,2.5
20,RL,59.0,10593,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,Unf,0.0,801.0,1720.0,GasA,Ex,Y,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2.0,527.0,TA,TA,Y,240,56,154,0,0,0,NoPool,NoFence,None,0,3,2010,WD ,Normal,260400,14,370805.64693557564,3440.0,3.0
60,RL,98.0,12256,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1032.0,Unf,0.0,431.0,1463.0,GasA,Ex,Y,SBrkr,1500,1122,0,2622,1.0,0.0,2,1,3,1,Gd,9,Typ,2,TA,Attchd,1994.0,RFn,2.0,712.0,TA,TA,Y,186,32,0,0,0,0,NoPool,NoFence,None,0,4,2010,WD ,Normal,325000,14,462795.06625983905,4085.0,3.5
60,RL,92.0,11764,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,Ex,Y,SBrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,132,57,0,0,0,0,NoPool,NoFence,None,0,4,2010,WD ,Normal,290000,14,412955.5975857025,3422.0,2.5
60,RL,58.0,16770,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1195.0,1195.0,GasA,Gd,Y,SBrkr,1195,644,0,1839,0.0,0.0,2,1,4,1,TA,7,Typ,0,None,Attchd,1998.0,Fin,2.0,486.0,TA,TA,Y,0,81,0,0,0,0,NoPool,NoFence,None,0,6,2010,WD ,Normal,221000,14,314700.64505669056,3034.0,2.5
50,RL,56.0,14720,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,816.0,Unf,0.0,1217.0,2033.0,GasA,Ex,Y,SBrkr,2053,1185,0,3238,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3.0,666.0,TA,TA,Y,283,86,0,0,0,0,NoPool,NoFence,None,0,3,2010,WD ,Normal,410000,14,583833.7758970277,5271.0,3.5
20,RL,73.0,8987,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1595.0,1595.0,GasA,Ex,Y,SBrkr,1595,0,0,1595,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,3.0,880.0,TA,TA,Y,144,0,0,0,0,0,NoPool,NoFence,None,0,5,2010,WD ,Normal,221500,14,315412.63746632106,3190.0,2.0
60,FV,72.0,8640,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,Ex,Y,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2009.0,Unf,2.0,614.0,TA,TA,Y,169,45,0,0,0,0,NoPool,NoFence,None,0,6,2010,Con,Normal,215200,14,306441.53310497646,2303.0,2.5
20,FV,75.0,9000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078.0,Unf,0.0,488.0,1566.0,GasA,Ex,Y,SBrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2008.0,RFn,2.0,750.0,TA,TA,Y,144,168,0,0,0,0,NoPool,NoFence,None,0,4,2010,WD ,Normal,262500,14,373796.01505602384,3132.0,3.0
60,FV,100.0,12552,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222.0,Unf,0.0,769.0,991.0,GasA,Ex,Y,SBrkr,991,956,0,1947,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2.0,678.0,TA,TA,Y,0,136,0,0,0,0,NoPool,GdWo,None,0,5,2010,WD ,Normal,254900,14,362973.7304296399,2938.0,2.5
20,FV,84.0,10440,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1414.0,Unf,0.0,54.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,1468,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,528.0,TA,TA,Y,0,102,0,0,216,0,NoPool,NoFence,None,0,5,2010,WD ,Normal,271500,14,386611.8784293732,2936.0,3.0
60,RL,76.0,10142,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,0.0,300.0,956.0,GasA,Ex,Y,SBrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,Gd,8,Typ,0,None,BuiltIn,2004.0,RFn,2.0,618.0,TA,TA,Y,0,45,0,0,0,0,NoPool,NoFence,None,0,1,2010,WD ,Normal,233000,14,331788.46288782306,3040.0,3.5
60,RL,70.0,11920,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831,828,0,1659,0.0,0.0,2,1,3,1,Gd,8,Typ,0,None,Attchd,2004.0,RFn,2.0,484.0,TA,TA,Y,144,68,0,0,0,0,NoPool,NoFence,None,0,4,2010,WD ,Normal,181000,14,257741.2522862488,2490.0,2.5
60,RL,70.0,8880,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695.0,Unf,0.0,253.0,948.0,GasA,Ex,Y,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,2.0,463.0,TA,TA,Y,0,130,0,0,0,0,NoPool,NoFence,None,0,5,2010,WD ,Normal,205000,14,291916.88794851385,3058.0,3.5
120,RL,50.0,8012,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,119.0,261.0,923.0,GasA,TA,Y,SBrkr,923,0,0,923,0.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1980.0,RFn,1.0,264.0,TA,TA,Y,80,0,0,0,0,0,NoPool,NoFence,None,0,5,2010,WD ,Normal,143000,14,203629.82915432917,1846.0,2.0
60,RL,70.0,11218,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,Ex,Y,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2.0,462.0,TA,TA,Y,635,104,0,0,0,0,NoPool,GdPrv,Shed,400,5,2010,WD ,Normal,189000,14,269133.13084033714,2900.0,2.5
120,RL,55.0,7892,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,TA,Y,SBrkr,918,0,0,918,0.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979.0,Unf,1.0,264.0,TA,TA,Y,28,0,0,0,0,0,NoPool,NoFence,None,0,4,2010,WD ,Normal,99500,14,141686.48951647378,1836.0,2.0
120,RL,50.0,7175,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,121.0,0.0,744.0,GasA,TA,Y,SBrkr,752,0,0,752,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,353,0,0,0,90,0,NoPool,MnPrv,None,0,2,2010,WD ,Normal,125000,14,177998.1024076304,1496.0,2.0
60,RL,70.0,9453,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402.0,Unf,0.0,594.0,996.0,GasA,Ex,Y,SBrkr,1014,730,0,1744,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2.0,457.0,TA,TA,Y,370,70,0,238,0,0,NoPool,NoFence,None,0,2,2010,WD ,Normal,194500,14,276965.0473462729,2740.0,2.5
20,RL,81.0,9672,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,TA,Y,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,TA,6,Typ,0,None,Attchd,1986.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,NoPool,GdPrv,None,0,5,2010,WD ,Normal,152000,14,216445.69252767856,2137.0,2.0
60,RL,70.0,8400,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,650.0,650.0,GasA,TA,Y,SBrkr,888,676,0,1564,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2.0,476.0,TA,TA,Y,0,50,0,0,204,0,NoPool,MnPrv,None,0,4,2010,WD ,Normal,171000,14,243501.40409363838,2214.0,2.5
30,RH,70.0,9800,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,N,FuseA,1012,0,0,1012,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1920.0,Unf,1.0,429.0,TA,TA,Y,121,0,80,0,0,0,NoPool,NoFence,None,0,4,2010,WD ,Normal,67500,14,96118.97530012041,1828.0,1.0
85,RL,88.0,11782,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899.0,Unf,0.0,210.0,1109.0,GasA,TA,Y,SBrkr,1155,0,0,1155,1.0,0.0,1,0,3,1,Gd,6,Min2,0,None,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,192,0,0,0,0,0,NoPool,MnPrv,Shed,400,6,2010,WD ,Normal,148000,14,210749.75325063439,2264.0,2.0
20,RL,65.0,8450,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,Ex,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1973.0,Unf,1.0,336.0,TA,TA,Y,416,144,0,0,0,0,NoPool,MnPrv,None,0,4,2010,WD ,Normal,138500,14,197221.8974676545,1788.0,2.0
20,RL,72.0,9819,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,Unf,0.0,432.0,882.0,GasA,TA,Y,SBrkr,900,0,0,900,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1970.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,2,2010,WD ,Normal,122000,14,173726.14794984728,1782.0,1.0
20,RL,75.0,7500,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,216.0,1040.0,GasA,Fa,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,5,Typ,0,None,Attchd,1963.0,Fin,1.0,308.0,TA,TA,Y,0,0,220,0,0,0,NoPool,MnPrv,None,0,6,2010,WD ,Normal,133000,14,189389.98096171874,2080.0,2.5
20,RL,72.0,6897,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659.0,Unf,0.0,381.0,1040.0,GasA,Ex,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1962.0,Unf,1.0,260.0,TA,TA,Y,0,104,0,0,0,0,NoPool,NoFence,None,0,4,2010,WD ,Normal,127000,14,180846.0720461525,2080.0,2.5
60,RL,107.0,10186,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674.0,Unf,0.0,76.0,750.0,GasA,Ex,Y,SBrkr,1061,862,0,1923,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2.0,564.0,TA,TA,Y,240,39,0,0,0,0,NoPool,NoFence,None,0,6,2010,WD ,Normal,190000,14,270557.1156595982,2673.0,3.5
60,RL,85.0,13143,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504.0,Gd,TA,PConc,Gd,TA,No,LwQ,250.0,GLQ,981.0,0.0,1231.0,GasA,Ex,Y,SBrkr,1251,1098,0,2349,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3.0,762.0,TA,TA,Y,32,130,0,0,0,0,NoPool,NoFence,None,0,6,2010,WD ,Normal,362500,14,516194.4969821281,3580.0,3.5
60,RL,88.0,11134,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1129.0,Unf,0.0,261.0,1390.0,GasA,Ex,Y,SBrkr,1402,823,0,2225,1.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,1992.0,RFn,3.0,713.0,TA,TA,Y,198,30,0,0,0,0,NoPool,NoFence,None,0,6,2010,WD ,Normal,285000,14,405835.6734893973,3615.0,3.5
120,FV,25.0,4835,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1298.0,Unf,0.0,190.0,1488.0,GasA,Ex,Y,SBrkr,1488,0,0,1488,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2.0,506.0,TA,TA,Y,168,50,0,0,0,0,NoPool,NoFence,None,0,3,2010,WD ,Normal,260000,14,370236.0530078712,2976.0,3.0
160,FV,39.0,3515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,840,0,1680,0.0,0.0,2,1,2,1,Gd,3,Typ,0,None,Attchd,2004.0,RFn,2.0,588.0,TA,TA,Y,0,111,0,0,0,0,NoPool,NoFence,None,0,1,2010,WD ,Normal,190000,14,270557.1156595982,2520.0,2.5
160,FV,30.0,3215,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,0.0,320.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,NoPool,NoFence,None,0,4,2010,ConLD,Normal,155000,14,220717.64698546167,1800.0,2.5
160,FV,30.0,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,NoPool,NoFence,None,0,6,2010,WD ,Normal,151000,14,215021.70770841753,1800.0,2.5
160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,368.0,ALQ,42.0,190.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,1.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,NoPool,NoFence,None,0,2,2010,WD ,Normal,149500,14,212885.73047952596,1800.0,3.5
160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,376.0,Unf,0.0,224.0,600.0,GasA,Ex,Y,SBrkr,600,636,0,1236,1.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,NoPool,NoFence,None,0,5,2010,WD ,Normal,152000,14,216445.69252767856,1836.0,3.5
